Domain,Area,Element,Item,Year,Price_Unit,Price_Value,Flag,Flag Description
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Eggs, hen, in shell",2013,USD,4353.6,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Maize,2013,USD,178.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2013,USD,5861.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2013,USD,4499.2,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2013,USD,3835.3,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2013,USD,4686.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, pig",2013,USD,3666.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Rice, paddy",2013,USD,317.6,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Soybeans,2013,USD,959.7,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2000,,60.5,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2000,,27.29,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2000,,8.99,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2000,,33.96,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2000,,9.75,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2000,,22.3,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2000,,37.58,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2000,,15.99,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2000,,25.3,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2000,,28.23,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2000,,30.91,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2000,,27.43,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2001,,68.75,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2001,,28.89,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2001,,10.96,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2001,,48.2,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2001,,10.32,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2001,,23.61,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2001,,39.79,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2001,,16.93,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2001,,26.79,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2001,,29.89,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2001,,32.72,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2001,,38.21,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2002,,74.25,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2002,,32.1,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2002,,13.37,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2002,,54.99,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2002,,11.47,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2002,,26.23,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2002,,44.21,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2002,,18.82,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2002,,29.77,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2002,,33.21,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2002,,36.36,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2002,,39.22,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2003,,86.32,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2003,,35.86,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2003,,16.3,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2003,,57.71,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2003,,12.81,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2003,,29.3,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2003,,49.38,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2003,,21.02,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2003,,33.25,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2003,,37.1,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2003,,39.23,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2003,,43.14,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2004,,87.32,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2004,,56.39,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2004,,19.88,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2004,,60.44,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2004,,21.43,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2004,,36.87,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2004,,56.0,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2004,,27.63,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2004,,41.96,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2004,,40.11,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2004,,42.2,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2004,,46.41,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2005,,88.31,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2005,,76.92,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2005,,24.24,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2005,,63.16,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2005,,30.05,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2005,,44.43,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2005,,62.62,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2005,,34.24,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2005,,50.66,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2005,,42.67,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2005,,44.59,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2005,,49.04,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2006,,89.31,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2006,,97.46,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2006,,29.56,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2006,,65.89,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2006,,38.67,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2006,,52.0,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2006,,69.25,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2006,,40.86,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2006,,59.37,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2006,,48.85,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2006,,52.67,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2006,,57.92,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2007,,90.31,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2007,,117.99,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2007,,36.04,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2007,,68.61,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2007,,47.29,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2007,,59.57,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2007,,75.87,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2007,,47.47,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2007,,68.07,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2007,,53.94,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2007,,61.33,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2007,,67.44,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2008,,91.31,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2008,,138.52,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2008,,43.94,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2008,,71.34,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2008,,55.9,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2008,,67.13,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2008,,82.5,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2008,,54.08,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2008,,76.78,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2008,,62.85,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2008,,73.89,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2008,,81.26,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2009,,92.31,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2009,,159.06,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2009,,53.58,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2009,,74.06,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2009,,64.52,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, chicken",2009,,74.7,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, duck",2009,,89.12,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, goat",2009,,60.7,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, pig",2009,,85.48,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2009,,65.57,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Rice, paddy",2009,,77.37,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Soybeans,2009,,85.09,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Bananas,2010,,93.31,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Cassava,2010,,179.59,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2010,,65.34,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),Maize,2010,,76.78,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price Index (2014-2016 = 100),"Meat, cattle",2010,,73.14,Fc,Calculated data
